id,first_name,last_name,institution
1185,Alberto,Fraccarollo,"Dipartimento di Scienze e Innovazione Tecnologica (DISIT), Universita del Piemonte Orientale, via T. Michel 11, I-15121 Alessandria, Italy"
1186,Valentina,Cantatore,"Dipartimento di Scienze e Innovazione Tecnologica (DISIT), Universita del Piemonte Orientale, via T. Michel 11, I-15121 Alessandria, Italy"
1187,Gabriele,Boschetto,"Dipartimento di Scienze e Innovazione Tecnologica (DISIT), Universita del Piemonte Orientale, via T. Michel 11, I-15121 Alessandria, Italy"
1188,Leonardo,Marchese,"Dipartimento di Scienze e Innovazione Tecnologica (DISIT), Universita del Piemonte Orientale, via T. Michel 11, I-15121 Alessandria, Italy"
1189,Maurizio,Cossi,"Dipartimento di Scienze e Innovazione Tecnologica (DISIT), Universita del Piemonte Orientale, via T. Michel 11, I-15121 Alessandria, Italy"
1190,Lina,Li,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1191,Xiaoying,Shang,"CAS Key Laboratory of Design and Assembly of Functional Nanostructures, and Fujian Key Laboratory of Nanomaterials, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1192,Sasa,Wang,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1193,Ningning,Dong,"Key Laboratory of Materials for High-Power Laser, Shanghai Institute of Optics and Fine Mechanics, Chinese Academy of Sciences, Shanghai 201800, China"
1194,Chengmin,Ji,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1195,Xueyuan,Chen,"CAS Key Laboratory of Design and Assembly of Functional Nanostructures, and Fujian Key Laboratory of Nanomaterials, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1196,Sangen,Zhao,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1197,Jun,Wang,"Key Laboratory of Materials for High-Power Laser, Shanghai Institute of Optics and Fine Mechanics, Chinese Academy of Sciences, Shanghai 201800, China"
1198,Zhihua,Sun,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1199,Maochun,Hong,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1200,Junhua,Luo,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1201,Tianyang,Li,"Department of Mechanical Engineering & Materials Science, Duke University"
1202,Manoj K. ,Jana,"Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC 27708, USA"
1203,Ruyi ,Song,"Department of Chemistry, Duke University, Durham, NC 27708, USA"
1204,Haoliang ,Liu,"Department of Physics and Astronomy, University of Utah, Salt Lake City, UT 84112, USA"
1205,Dipak Raj ,Khanal,"Department of Physics and Astronomy, University of Utah, Salt Lake City, UT 84112, USA"
1206,Svenja M. ,Janke,"Department of Mechanical Engineering and Materials Science, and Department of Chemistry, Duke University, Durham, NC 27708, USA"
1207,Rundong ,Zhao,"Department of Chemistry, Duke University, Durham, NC 27708, USA"
1208,Chi ,Liu,"Department of Chemistry, Duke University, Durham, NC 27708, USA"
1209,Z. Valy ,Vardeny,"Department of Physics and Astronomy, University of Utah, Salt Lake City, UT 84112, USA"
1210,Volker ,Blum,"Department of Mechanical Engineering and Materials Science, and Department of Chemistry, Duke University, Durham, NC 27708, USA"
1211,David B. ,Mitzi,"Department of Mechanical Engineering and Materials Science, and Department of Chemistry, Duke University, Durham, NC 27708, USA"
1212,Heng-Yun,Ye,
1213,Wei-Qiang,Liao,
1214,Chun-Li,Hu,
1215,Yi,Zhang,
1216,Yu-Meng,You,
1217,Jiang-Gao,Mao,
1218,Peng-Fei,Li,
1219,Zhengtao,Xu,IBM T. J. Watson Research Center
1220,Karen,Maxcy,IBM T. J. Watson Research Center
1221,Xitao,Liu,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
1222,Yaobin,Li,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China; University of Chinese Academy of Sciences"
1223,Zhiyun,Xu,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China; University of Chinese Academy of Sciences"
1224,Zhenyue,Wu,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China; University of Chinese Academy of Sciences"
1225,Shiguo,Han,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China; University of Chinese Academy of Sciences"
1226,Kewen,Tao,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China; University of Chinese Academy of Sciences"
1227,Sudhir ,Kumar,"Institute for Chemical and Bioengineering, ETH Zurich, 8093 Zurich, Switzerland"
1228,Jakub ,Jagielski,"Department of Materials Science and Engineering, Seoul National University, 08826, Korea."
1229,Nikolaos ,Kallikounis,"Department of Materials Science and Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyungbuk, 790-784, Republic of Korea"
1230,Young-Hoon,Kim,"Department of Chemical Engineering and Materials Science, Yuan Ze University, Taoyuan 320, Taiwan"
1231,Christoph,Wolf,
1232,Florian,Jenny,
1233,Tian,Tian,
1234,Corinne,J. Hofer,
1235,Yu- Cheng,Chiu,
1236,Wendelin,J. Stark,
1237,Tae-Woo,Lee,
1238,Chih-Jen,Shih,
1239,Xiaoli,Zhang,"Department of Electrical & Electronic Engineering, Southern University of Science and Technology, Shenzhen 518055, China"
1240,Weigao,Wang,"School of Power and Mechanical Engineering, Wuhan University, Wuhan 430072, China"
1241,Bing,Xu,"School of Science, Tianjin University, Tianjin 300072, China"
1242,Sheng,Liu,"Tianjin Zhonghuan Quantum Tech Co., Ltd. (ZH-Qtech), Tianjin 300358, China"
1243,Haiitao,Dai,
1244,Dun,Bian,
1245,Shuming,chen,
1246,Kai,wang,
1247,Xiao Wei,Sun,
1248,Ziming,Chen,
1249,Chongyang,Zhang,
1250,Xiao-Fang,Jiang,
1251,Meiyue,Liu,
1252,Ruoxi,Xia,
1253, Tingting,Shi,
1254,Dongcheng,chen,
1255,Qifan,Xue,
1256,YuJun,Zhao,
1257,Shijian,Su,
1258, Hin-Lap,Yip,
1259, Yong ,Cao,
1260,Xiaohua,Cheng,
1261,Lin,Jing,
1262,Ye,Yuan,
1263,Songjie,Du,
1264,Qing ,Yao,
1265,Jie ,Zhang,
1266,Jianxu ,Ding,
1267,Tianliang ,Zhou,
1268,Yuan-Yuan,Tang,
1269,Mikael,Kepenekian,"Univ. Rennes, ENSCR, INSA Rennes, CNRS, ISCR (Institut des Sciences Chimiques de Rennes)"
1270,Claudine,Katan,"Univ. Rennes, ENSCR, INSA Rennes, CNRS, ISCR (Institut des Sciences Chimiques de Rennes)"
1271,Jacky,Even,"Univ. Rennes, INSA Rennes, CNRS, Institut FOTON"
1272,Liang-Jin,Xu,"Department of Chemistry and Biochemistry, Florida State University"
1273,Haoran,Lin,"Department of Chemistry and Biochemistry, Florida State University"
1274,Sujin,Lee,"Department of Chemistry and Biochemistry, Florida State University"
1275,Chenkun,Zhou,"Department of Chemical and Biomedical Engineering, FAMU-FSU College of Engineering"
1276,Michael,Worku,"Materials Science and Engineering Program, Florida State University, Tallahassee"
1277,Maya,Chaaban,"Department of Chemistry and Biochemistry, Florida State University, Tallahassee"
1278,Qingquan,He,"Department of Chemistry and Biochemistry, Florida State University"
1279,Anna,Plaviak,"Department of Chemistry and Biochemistry, Florida State University"
1280,Xinsong,Lin,"Department of Chemistry and Biochemistry, Florida State University"
1281,Banghao,Chen,"Department of Chemistry and Biochemistry, Florida State University"
1282,Mao-Hua,Du,"Materials Science and Technology Division, Oak Ridge National Laboratory"
1283,Biwu,Ma,"Department of Chemistry and Biochemistry, Florida State University"
1284,David B. ,Mitzi,IBM T. J. Watson Research Center
1285,Dandan ,Zhang,
1286,Samuel ,W. Eaton,
1287,Alexey ,O. Polyakov,
1288,Anne,H. Arkenbout,
1289,Jacob,Baas,
1290,Graeme,R.Blake ,
1291,Auke,Meetsma,
1292,Antonio ,Caretta,
1293,Paul H.M,van Loosdrecht,
1294,Thomas,T.M Palstra,
1295,Jun,Xi,"Global Frontier Center for Multiscale Energy Systems, Seoul National University"
1296,Kijoon,Bang,"Global Frontier Center for Multiscale Energy Systems, Seoul National University"
1297,Jie,Xu,"Key Laboratory for Physical Electronics and Devices of the Ministry of Education & Shaanxi Key Lab of Information Photonic Technique, School of Electronic and Information Engineering, Xi'an Jiaotong University"
1298,Hua,Dong,"Key Laboratory for Physical Electronics and Devices of the Ministry of Education & Shaanxi Key Lab of Information Photonic Technique, School of Electronic and Information Engineering, Xi'an Jiaotong University"
1299,Yingguo,Yang,"Shanghai Synchrotron Radiation Facility, Shanghai Institute of Applied Physics, Chinese Academy of Sciences"
1300,Justin M.,Hoffman,"Department of Chemistry, Northwestern University"
1301,Mercouri,Kanatzidis,"Department of Chemistry, Northwestern University"
1302,Zhaoxin,Wu,"Key Laboratory for Physical Electronics and Devices of the Ministry of Education & Shaanxi Key Lab of Information Photonic Technique, School of Electronic and Information Engineering, Xi'an Jiaotong University"
1303,Yongping,Fu,"Department of Chemistry, Northwestern University"
1304,Laurent,Pedesseau,"- Univ Rennes, INSA Rennes, CNRS, Institut FOTON"
1305,Shelby,Cuthriell,"Department of Chemistry, Northwestern University"
1306,Jacky,Even,"- Univ Rennes, INSA Rennes, CNRS, Institut FOTON"
1307,Richard D.,Schaller,"Department of Chemistry, Northwestern University"
1308,Elad,Harel,"Department of Chemistry, Michigan State University"
1309,Daiki,Umeyama,"Department of Chemistry, Stanford University; International Center for Materials Nanoarchitectonics, National Institute for Materials Science"
1310,Bridget A.,Connor,"Department of Chemistry, Stanford University"
1311,Mary Anne,Manumpil,"Department of Chemistry, Stanford University"
1312,Jeffrey B.,Neaton,"Molecular Foundry, Lawrence Berkeley National Laboratory; Department of Physics,University of California Berkeley; Kavli Energy NanoScience, Institute at Berkeley"
1313,Hemamala I.,Karunadasa,"Department of Chemistry, Stanford University; Stanford Institute for Materials and Energy Sciences, SLAC National Accelerator Laboratory"
1314,Javier Urieta-Mora,,
1315,b Ines Garcia-Benito,,
1316,Iwan Zimmermann,,
1317,Juan Arago,,
1318,Agustin Molina-Ontoria,,
1319,Enrique Orti,,
1320,Nazario Martin,,
1321,Mohammad Khaja Nazeeruddin,,
1322,Adam J. Matzger,,
1323,John T. Henssler,,
1324,Shibin ,Deng,
1325,Enzheng ,Shi,
1326,Long,Yaun,
1327,Linrui,Jin,
1328,Libai ,Huang,
1329,Wenzhe,Li,
1330,Cuiling,Zhang,
1331,Yinping ,Ma,
1332,Chong,Liu,
1333,Jiandong,Fan,
1334,Yaohua,Mai,
1335,Ruud,E. I Schropp,
1336,Ting Zhao,,
1337,Chu-Chen Chueh,,
1338,Qi Chen,,
1339,Adharsh Rajagopal,,
1340,Alex K.-Y. Jen,,
1341,Md Jahidul Islam,,
1342,Ken-ichi Yuyama,,
1343,Kiyonori Takahashi,,
1344,Takayoshi Nakamura,,
1345,Katsuaki Konishi,,
1346,Vasudevanpillai Biju ,,
1347,Siraj,Sidhik,"Department of Chemical and Biomolecular Engineering, Rice University"
1348,Mikael,Kepenekian,Univ Rennes
1349,Jacky,Even,Univ Rennes
1350,Viktoriia,Morad,"Laboratory of Inorganic Chemistry, Department of Chemistry and Applied Bioscience, ETH Zurich; Laboratory for Thin Films and Photovoltaics, Empa - Swiss Federal Laboratories for Materials Science and Technology"
1351,Yevhen,Shynkarenko,"Laboratory of Inorganic Chemistry, Department of Chemistry and Applied Bioscience, ETH Zurich; Laboratory for Thin Films and Photovoltaics, Empa - Swiss Federal Laboratories for Materials Science and Technology"
1352,Sergii,Yakunin,"Laboratory of Inorganic Chemistry, Department of Chemistry and Applied Bioscience, ETH Zurich; Laboratory for Thin Films and Photovoltaics, Empa - Swiss Federal Laboratories for Materials Science and Technology"
1353,Alexandra,Brumberg,"Department of Chemistry, Northwestern University"
1354,Richard D.,Schaller,"Department of Chemistry, Northwestern University;  Center for Nanoscale Materials, Argonne National Laboratory"
1355,Maksym V.,Kovalenko,"Laboratory of Inorganic Chemistry, Department of Chemistry and Applied Bioscience, ETH Zurich; Laboratory for Thin Films and Photovoltaics, Empa - Swiss Federal Laboratories for Materials Science and Technology"
1356,Si-Min,Liu,"Jiangsu Key Laboratory for Science and Applications of Molecular Ferroelectrics, Southeast University"
1357,Ying-Jie,Cao,"Jiangsu Key Laboratory for Science and Applications of Molecular Ferroelectrics, Southeast University"
1358,Lei,He,"Jiangsu Key Laboratory for Science and Applications of Molecular Ferroelectrics, Southeast University"
1359,Ping-Ping,Shi,"Jiangsu Key Laboratory for Science and Applications of Molecular Ferroelectrics, Southeast University"
1360,Qiong,Ye,"Jiangsu Key Laboratory for Science and Applications of Molecular Ferroelectrics, Southeast University"
1361,Hamza ,Shaili ,
1362,Mustapha  ,Berarich ,
1363,Abderrahim,El Hat ,
1364,Mouad ,Ouafi,
1365,El Mehdi,Salmani,
1366,Rida ,Essajai ,
1367,Wafaa,Battal,
1368,Mustapha ,Rouchdi,
1369,M'hamed ,Taibi,
1370,Najem,Hassanian ,
1371,Ahmad ,Mzerd,
1372,Wei ,You,
1373,Liang,Yan,
1374,Jun,Hu,
1375,Ninghao ,Zhou,
1376,Andrew ,M. Moran,
1377,Li-Li,Zhu,"College of Chemistry and Materials Science, Fujian Provincial Key Laboratory of Advanced Materials Oriented Chemical Engineering, Fujian Normal University"
1378,Yue-E.,Huang,"College of Chemistry and Materials Science, Fujian Provincial Key Laboratory of Advanced Materials Oriented Chemical Engineering, Fujian Normal University"
1379,Yang-Peng,Lin,"College of Chemistry and Materials Science, Fujian Provincial Key Laboratory of Advanced Materials Oriented Chemical Engineering, Fujian Normal University"
1380,Xiao-Ying,Huang,"State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences"
1381,Hai-Qing,Liu,"College of Chemistry and Materials Science, Fujian Provincial Key Laboratory of Advanced Materials Oriented Chemical Engineering, Fujian Normal University"
1382,David B.,Mitzi,"Department of Mechanical Engineering and Materials Science, Department of Chemistry, Duke University"
1383,Ke-Zhao,Du,"College of Chemistry and Materials Science, Fujian Provincial Key Laboratory of Advanced Materials Oriented Chemical Engineering, Fujian Normal University"
1384,Lei ,L,
1385,Seyitliyev,Dovletgeldi ,
1386,Samuel ,Stuard,
1387,Juliana ,Mendes,
1388,Qi ,Dong,
1389,Xiangyu ,Fu,
1390,Yi-An Chen,,
1391,Siliang He,,
1392,Xueping Yi,,
1393,Liping Zhu,,
1394,Chih-Hao Chang,,
1395,Harald Ade,,
1396,Kenan Gundogdu,,
1397,Franky So,,
1398,Qi Dong,,
1399,Lei Lei,,
1400,Juliana Mendes,,
1401,Sergey V  ,Janke,
1402,Svenja M,Rossi,
1403,Mariana,Levchenko,
1404,Sebastian,Kokott,
1405,Matthias,Scheffler,
1406,Akash,Singh,Duke University
1407,Manoj K.,Jana,Duke University
1408,David B.,Mitzi,Duke University
1409,Eric ,Amerling ,
1410,Bryon ,W. Larson,
1411,Yi ,Yao,
1412,Brian ,Fluegel,
1413,Zbyslaw ,Owczarczyk,
1414, Haipeng,Lu,
1415, Luisa,Whittaker-Brooks,
1416,Jeffrey L,Blackburn,
1417,Manoj ,Jana ,duke
1418,Ruyi,Song,duke
1419,Yi,Xie ,duke
1420,Peter,sercel,california institute of tech
1421,Rundong,Zhao,duke
1422,David ,Mitzi,duke
1423,Volker,Blum,Duke
1424,Manoj Kumar,Jana,"Thomas Lord Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC 27708, USA."
1425,Ruyi,Song,"Department of Chemistry, Duke University, Durham, NC 27708, USA."
1426,Yi,Xie,"Thomas Lord Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC 27708, USA"
1427,Rundong ,Zhao,"Thomas Lord Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC 27708, USA"
1428,Peter C.,Sercel,"Department of Applied Physics and Materials Science, California Institute of Technology, Pasadena, CA, USA."
1429,Volker,Blum,"Thomas Lord Department of Mechanical Engineering and Materials Science and Department of Chemistry, Duke University, Durham, NC 27708, USA."
1430,David B.,Mitzi,"Thomas Lord Department of Mechanical Engineering and Materials Science and Department of Chemistry, Duke University, Durham, NC 27708, USA."
1431,qing,tu ,
1432,Doyun ,Kim ,
1433,mohammed ,Shyikh,
1434,Mercouri  G.,Kanatzidis,
1435,Shaun ,Tan,
1436,Tianyi,Huang,
1437,Ilhan,Yavuz,
1438,Rui,Wang,
1439,Marc H. ,Weber,
1440,Yepin Zhao,,
1441,Maged Abdelsamie,,
1442,Michael E. Liao,,
1443,Hao-Cheng Wang,,
1444,Kenny Huynh,,
1445,Kung-Hwa Wei,,
1446,Jingjing Xue,,
1447,Finn Babbe,,
1448,Mark S. Goorsky,,
1449,Jin-Wook Lee,,
1450, Carolin M. Sutter-Fella,,
1451,Yang Yang,,
1452,Tu ,Qing,
1453,Ioannis, Spanopoulos,
1454,Poya, Yasaei,
1455,Gajendra S. ,Shekhawat,
1456,Vinayak P. ,Dravid,
1457,Qing Tu,,
1458,Ioannis Spanopoulos,,
1459,Eugenia S. Vasileiadou,,
1460,Xiaotong Li,,
1461,Mercouri G. Kanatzidis,,
1462,Gajendra S. Shekhawat,,
1463, Vinayak P. Dravid,,
1464,Da,Chen,University of Science and Technology Beijing
1465,Guangda,Niu,Huazhong University of Science and Technology
1466,Shiquiang,Hao,Northwestern University
1467,Liubing,Fan,University of Science and Technology Beijing
1468,Jing,Zhao,University of Science and Technology Beijing
1469,Christopher,Wolverton,Northwestern University
1470,Mengling,Xia,Huazhong University of Science and Technology
1471,Quanlin,Liu,University of Science and Technology Beijing
1472,Fengxia Wei,,
1473, Zeyu Deng,,
1474,Shijing Sun,,
1475,Fei Xie,,
1476,Gregor Kieslich,,
1477,Donald M. Evans,,
1478,Michael A. Carpenter,,
1479,Paul D. Bristowe,,
1480,Anthony K. Cheetham,,
1481,Zeyu Deng,,
1482,Jie Zhang,,
1483,Satoshi Tominaka,,
1484,Fenghua Zhang,,
1485,Jun,Zhou,University of Science and Technology Beijing
1486,Zhiguo,Xia,University of Science and Technology Beijing
1487,Maxim,Molokeev,Kirensky Institute of Physics
1488, Xiuwen,Zhang,Shenzhen University
1489,Dongsheng,Peng,Shenzhen University
1490,Jun-Ichi,Fujisawa,"The Institute of Physical and Chemical Research (RIKEN), Hirosawa"
1491,Teruya,Ishihara,"The Institute of Physical and Chemical Research (RIKEN), Hirosawa"
